epoch,train_loss,train_classification_loss,train_ordinal_loss,lr,val_loss,val_qwk,val_accuracy,val_macro_f1,val_mae,val_within_one_accuracy,per_class_precision.No DR (Normal),per_class_precision.Mild DR,per_class_precision.Moderate DR,per_class_precision.Severe DR,per_class_precision.Proliferative DR (PDR),per_class_recall.No DR (Normal),per_class_recall.Mild DR,per_class_recall.Moderate DR,per_class_recall.Severe DR,per_class_recall.Proliferative DR (PDR),per_class_f1.No DR (Normal),per_class_f1.Mild DR,per_class_f1.Moderate DR,per_class_f1.Severe DR,per_class_f1.Proliferative DR (PDR)
10,0.40292806506726714,0.6863970328166893,0.11945909588826968,8.852566213878945e-05,0.47524331821951754,0.901597914552365,0.813953488372093,0.6605234624636485,0.22965116279069767,0.9651162790697675,0.9884393063583815,0.65625,0.7901234567901234,0.29411764705882354,0.5833333333333334,0.9941860465116279,0.6176470588235294,0.6956521739130435,0.47619047619047616,0.56,0.991304347826087,0.6363636363636364,0.7398843930635838,0.36363636363636365,0.5714285714285714
11,0.40748941739617295,0.6921490354723554,0.1228297959724438,8.644843137107056e-05,0.4396676774634871,0.8973320876154884,0.8313953488372093,0.6221496434891749,0.2180232558139535,0.9593023255813954,0.9941860465116279,0.7,0.7289719626168224,0.25,0.5185185185185185,0.9941860465116279,0.6176470588235294,0.8478260869565217,0.09523809523809523,0.56,0.9941860465116279,0.65625,0.7839195979899497,0.13793103448275862,0.5384615384615384
12,0.3970651161186359,0.6763457953828153,0.117784433384811,8.422735529643442e-05,0.4704863567684972,0.8711791868453654,0.7965116279069767,0.570134802447191,0.25872093023255816,0.9534883720930233,0.9715909090909091,0.52,0.7021276595744681,0.16666666666666666,0.5555555555555556,0.9941860465116279,0.7647058823529411,0.717391304347826,0.047619047619047616,0.4,0.9827586206896551,0.6190476190476191,0.7096774193548387,0.07407407407407407,0.46511627906976744
13,0.39690771924834806,0.6749777349647543,0.11883770415769905,8.187119948743447e-05,0.45326445476953375,0.8947962309716269,0.8284883720930233,0.607767429330784,0.22093023255813954,0.9593023255813954,0.9827586206896551,0.6538461538461539,0.6956521739130435,0.3333333333333333,0.6153846153846154,0.9941860465116279,0.5,0.8695652173913043,0.047619047619047616,0.64,0.9884393063583815,0.5666666666666667,0.7729468599033816,0.08333333333333333,0.6274509803921569
14,0.38737756720009253,0.6640860729145898,0.1106690615771695,7.938926261462366e-05,0.4430648012216701,0.9042078669036155,0.811046511627907,0.647962992073029,0.22674418604651161,0.9709302325581395,0.9941860465116279,0.6451612903225806,0.7586206896551724,0.28125,0.5909090909090909,0.9941860465116279,0.5882352941176471,0.717391304347826,0.42857142857142855,0.52,0.9941860465116279,0.6153846153846154,0.7374301675977654,0.33962264150943394,0.5531914893617021
15,0.37865551859496516,0.6523915601696485,0.10491947868896775,7.679133974894982e-05,0.4401681000410124,0.9028687598825389,0.8401162790697675,0.6608385019752205,0.21220930232558138,0.9563953488372093,0.9941860465116279,0.631578947368421,0.7802197802197802,0.5,0.5405405405405406,0.9941860465116279,0.7058823529411765,0.7717391304347826,0.14285714285714285,0.8,0.9941860465116279,0.6666666666666666,0.7759562841530054,0.2222222222222222,0.6451612903225806
16,0.38010701892236753,0.6518374368288933,0.10837660193158401,7.408768370508575e-05,0.44839150961055313,0.9012207641719437,0.8430232558139535,0.6703502007344518,0.2063953488372093,0.9622093023255814,0.9884393063583815,0.76,0.7596153846153846,0.4,0.5555555555555556,0.9941860465116279,0.5588235294117647,0.8586956521739131,0.2857142857142857,0.6,0.991304347826087,0.6440677966101694,0.8061224489795918,0.3333333333333333,0.5769230769230769
17,0.3715002199780538,0.6404679480084139,0.1025324928837858,7.128896457825361e-05,0.44228576782137846,0.899180949888787,0.8488372093023255,0.6726279320776337,0.20348837209302326,0.9563953488372093,0.9941860465116279,0.7777777777777778,0.7431192660550459,0.4166666666666667,0.5833333333333334,0.9941860465116279,0.6176470588235294,0.8804347826086957,0.23809523809523808,0.56,0.9941860465116279,0.6885245901639344,0.8059701492537313,0.30303030303030304,0.5714285714285714
18,0.3605628899947577,0.6249697005720259,0.0961560800254406,6.840622763423389e-05,0.46589801200600556,0.8902256733530771,0.8430232558139535,0.6325703141947681,0.20930232558139536,0.9563953488372093,0.9941860465116279,0.7058823529411765,0.7192982456140351,0.2857142857142857,0.6470588235294118,0.9941860465116279,0.7058823529411765,0.8913043478260869,0.09523809523809523,0.44,0.9941860465116279,0.7058823529411765,0.7961165048543689,0.14285714285714285,0.5238095238095238
19,0.3539383916083193,0.6161615054897986,0.09171527792016326,6.545084971874736e-05,0.4674750247667002,0.910660953122971,0.8168604651162791,0.6616208120883753,0.21511627906976744,0.9738372093023255,0.9661016949152542,0.6666666666666666,0.7840909090909091,0.3055555555555556,0.75,0.9941860465116279,0.5294117647058824,0.75,0.5238095238095238,0.48,0.9799426934097422,0.5901639344262295,0.7666666666666667,0.38596491228070173,0.5853658536585366
20,0.358067017014257,0.6227598904179567,0.09337414219624438,6.243449435824272e-05,0.4338913150998049,0.9046927029697277,0.8575581395348837,0.7078319182970345,0.19186046511627908,0.9593023255813954,0.9941860465116279,0.6944444444444444,0.7938144329896907,0.5333333333333333,0.5833333333333334,0.9941860465116279,0.7352941176470589,0.8369565217391305,0.38095238095238093,0.56,0.9941860465116279,0.7142857142857143,0.8148148148148148,0.4444444444444444,0.5714285714285714
21,0.34704068383490033,0.6036343592431774,0.09044700660022627,5.9369065729286224e-05,0.44901833596617674,0.9108190705999073,0.8459302325581395,0.7093507594781653,0.19767441860465115,0.9651162790697675,1.0,0.7096774193548387,0.8111111111111111,0.39285714285714285,0.6153846153846154,0.9825581395348837,0.6470588235294118,0.7934782608695652,0.5238095238095238,0.64,0.9912023460410557,0.676923076923077,0.8021978021978022,0.4489795918367347,0.6274509803921569
22,0.3390040486064044,0.5953243604370578,0.08268373760500634,5.626666167821521e-05,0.45980997764787007,0.8942268112815477,0.8517441860465116,0.6699824643908797,0.20930232558139536,0.9534883720930233,0.9941860465116279,0.7333333333333333,0.7647058823529411,0.6,0.5428571428571428,0.9941860465116279,0.6470588235294118,0.8478260869565217,0.14285714285714285,0.76,0.9941860465116279,0.6875,0.8041237113402062,0.23076923076923078,0.6333333333333333
23,0.33409763699141165,0.58812566255701,0.08006961081277474,5.3139525976465657e-05,0.43645395095958267,0.9177398382894351,0.8517441860465116,0.6959067201430229,0.18604651162790697,0.9709302325581395,0.9941860465116279,0.72,0.78,0.3888888888888889,0.6551724137931034,0.9941860465116279,0.5294117647058824,0.8478260869565217,0.3333333333333333,0.76,0.9941860465116279,0.6101694915254238,0.8125,0.358974358974359,0.7037037037037037
24,0.32493551947957383,0.5760105128335481,0.07386052601621923,4.999999999999998e-05,0.434647741012795,0.9044374980528179,0.8546511627906976,0.6915445325023332,0.19476744186046513,0.9593023255813954,0.9941860465116279,0.7586206896551724,0.7619047619047619,0.46153846153846156,0.6,0.9941860465116279,0.6470588235294118,0.8695652173913043,0.2857142857142857,0.6,0.9941860465116279,0.6984126984126984,0.8121827411167513,0.35294117647058826,0.6
25,0.31680646826684494,0.5627697682209738,0.07084316843990256,4.6860474023534314e-05,0.4505202596963838,0.904531325989047,0.8546511627906976,0.6952139104671349,0.19476744186046513,0.9563953488372093,0.9941860465116279,0.6857142857142857,0.7722772277227723,0.46153846153846156,0.6521739130434783,0.9941860465116279,0.7058823529411765,0.8478260869565217,0.2857142857142857,0.6,0.9941860465116279,0.6956521739130435,0.8082901554404145,0.35294117647058826,0.625
26,0.3140029931035861,0.5581482681816208,0.06985771446687526,4.3733338321784775e-05,0.46637788137724234,0.8909372514981575,0.8372093023255814,0.6392061706842098,0.22093023255813954,0.9505813953488372,0.9941860465116279,0.6486486486486487,0.7352941176470589,0.5,0.5517241379310345,0.9941860465116279,0.7058823529411765,0.8152173913043478,0.09523809523809523,0.64,0.9941860465116279,0.676056338028169,0.7731958762886598,0.16,0.5925925925925926
27,0.29553921353332663,0.5337857329914618,0.05729269396326737,4.063093427071375e-05,0.4749465446139491,0.9054950047812511,0.8459302325581395,0.66066726283774,0.19767441860465115,0.9651162790697675,0.9941860465116279,0.7727272727272727,0.7368421052631579,0.3333333333333333,0.6666666666666666,0.9941860465116279,0.5,0.9130434782608695,0.23809523809523808,0.56,0.9941860465116279,0.6071428571428571,0.8155339805825242,0.2777777777777778,0.6086956521739131
28,0.30354906429850476,0.5442273767582994,0.06287075263489714,3.756550564175724e-05,0.4808665735777034,0.8845043727831479,0.8313953488372093,0.6189026229329954,0.22674418604651161,0.9505813953488372,0.9884393063583815,0.6486486486486487,0.7102803738317757,0.25,0.6086956521739131,0.9941860465116279,0.7058823529411765,0.8260869565217391,0.047619047619047616,0.56,0.991304347826087,0.676056338028169,0.7638190954773869,0.08,0.5833333333333334
29,0.29264154186750196,0.5285763505295544,0.05670673122388505,3.454915028125263e-05,0.4696056565573049,0.9081794517204913,0.8459302325581395,0.6882184971069002,0.2005813953488372,0.9593023255813954,0.9941860465116279,0.7692307692307693,0.7549019607843137,0.3888888888888889,0.6153846153846154,0.9941860465116279,0.5882352941176471,0.8369565217391305,0.3333333333333333,0.64,0.9941860465116279,0.6666666666666666,0.7938144329896907,0.358974358974359,0.6274509803921569
30,0.2939301296971934,0.5304010342558564,0.057459224716271504,3.1593772365766105e-05,0.45138078373531965,0.9062694393748554,0.8546511627906976,0.6940221980200444,0.19186046511627908,0.9651162790697675,0.9884393063583815,0.71875,0.7959183673469388,0.4,0.6153846153846154,0.9941860465116279,0.6764705882352942,0.8478260869565217,0.2857142857142857,0.64,0.991304347826087,0.696969696969697,0.8210526315789474,0.3333333333333333,0.6274509803921569
31,0.28756506140218246,0.5207285957557832,0.05440152694683264,2.8711035421746357e-05,0.4619351937327274,0.8936907337226134,0.8517441860465116,0.678873255546619,0.20348837209302326,0.9534883720930233,0.9941860465116279,0.7058823529411765,0.7476635514018691,0.45454545454545453,0.65,0.9941860465116279,0.7058823529411765,0.8695652173913043,0.23809523809523808,0.52,0.9941860465116279,0.7058823529411765,0.8040201005025126,0.3125,0.5777777777777777
32,0.2766437777564484,0.5064902319847907,0.046797325702993976,2.591231629491422e-05,0.46008168715377185,0.88049361333622,0.8284883720930233,0.6527221183259694,0.23837209302325582,0.9476744186046512,0.9941860465116279,0.7096774193548387,0.7578947368421053,0.2777777777777778,0.5357142857142857,0.9941860465116279,0.6470588235294118,0.782608695652174,0.23809523809523808,0.6,0.9941860465116279,0.676923076923077,0.7700534759358288,0.2564102564102564,0.5660377358490566
33,0.2728083779804533,0.4995853875268641,0.04603136809318291,2.3208660251050148e-05,0.4732759920663612,0.8998047736003527,0.8343023255813954,0.6808268899317924,0.21220930232558138,0.9622093023255814,0.9941860465116279,0.6097560975609756,0.7931034482758621,0.34782608695652173,0.6666666666666666,0.9941860465116279,0.7352941176470589,0.75,0.38095238095238093,0.56,0.9941860465116279,0.6666666666666666,0.770949720670391,0.36363636363636365,0.6086956521739131
34,0.26766716855994344,0.49412967337402885,0.041204663079401134,2.061073738537634e-05,0.46326326145682223,0.8949709576527827,0.8488372093023255,0.6726980363410947,0.21220930232558138,0.9505813953488372,0.9941860465116279,0.7666666666666667,0.7777777777777778,0.4,0.5151515151515151,0.9941860465116279,0.6764705882352942,0.8369565217391305,0.19047619047619047,0.68,0.9941860465116279,0.71875,0.806282722513089,0.25806451612903225,0.5862068965517241
35,0.2619045829561311,0.4840123576286019,0.0397968106620464,1.8128800512565503e-05,0.45609629431436227,0.898423947145019,0.8575581395348837,0.7054676440849342,0.19767441860465115,0.9534883720930233,0.9941860465116279,0.6857142857142857,0.78,0.5,0.6521739130434783,0.9941860465116279,0.7058823529411765,0.8478260869565217,0.3333333333333333,0.6,0.9941860465116279,0.6956521739130435,0.8125,0.4,0.625
36,0.2567578458509253,0.47747903807898273,0.036036654859119895,1.5772644703565555e-05,0.47122093030186585,0.9010172022272684,0.8604651162790697,0.7173590594173426,0.19476744186046513,0.9534883720930233,0.9884393063583815,0.6756756756756757,0.8,0.5384615384615384,0.6538461538461539,0.9941860465116279,0.7352941176470589,0.8260869565217391,0.3333333333333333,0.68,0.991304347826087,0.704225352112676,0.8128342245989305,0.4117647058823529,0.6666666666666666
37,0.2551029640971373,0.4749053153783317,0.03530061359559566,1.3551568628929426e-05,0.45707127763781435,0.8963383134970878,0.8517441860465116,0.6838601433575177,0.2063953488372093,0.9534883720930233,0.9941860465116279,0.7142857142857143,0.7669902912621359,0.4166666666666667,0.6206896551724138,0.9941860465116279,0.5882352941176471,0.8586956521739131,0.23809523809523808,0.72,0.9941860465116279,0.6451612903225806,0.8102564102564103,0.30303030303030304,0.6666666666666666
38,0.2505333351576113,0.4682388018324498,0.03282786815081615,1.1474337861210536e-05,0.4718196946521138,0.8963148626996843,0.8604651162790697,0.7040814186789209,0.19767441860465115,0.9505813953488372,0.9941860465116279,0.6842105263157895,0.7878787878787878,0.5454545454545454,0.625,0.9941860465116279,0.7647058823529411,0.8478260869565217,0.2857142857142857,0.6,0.9941860465116279,0.7222222222222222,0.8167539267015707,0.375,0.6122448979591837
39,0.2510395376358312,0.46867709676329694,0.0334019775837202,9.549150281252626e-06,0.4774294544097989,0.885280155905602,0.8517441860465116,0.6969009347925217,0.21511627906976744,0.9447674418604651,0.9941860465116279,0.6764705882352942,0.77,0.5384615384615384,0.6,0.9941860465116279,0.6764705882352942,0.8369565217391305,0.3333333333333333,0.6,0.9941860465116279,0.6764705882352942,0.8020833333333334,0.4117647058823529,0.6
40,0.2514084780244707,0.4689984019602798,0.03381855306862645,7.783603724899252e-06,0.4742171528727509,0.9035509010950212,0.8604651162790697,0.7113019171712888,0.19186046511627908,0.9563953488372093,0.9941860465116279,0.6944444444444444,0.8020833333333334,0.4666666666666667,0.64,0.9941860465116279,0.7352941176470589,0.8369565217391305,0.3333333333333333,0.64,0.9941860465116279,0.7142857142857143,0.8191489361702128,0.3888888888888889,0.64
41,0.24617011455921395,0.4615411814995372,0.030799047393770745,6.184665997806817e-06,0.4734210974948351,0.9022136311717308,0.8546511627906976,0.6974810539369536,0.19767441860465115,0.9563953488372093,0.9941860465116279,0.6774193548387096,0.7596153846153846,0.6,0.6296296296296297,0.9941860465116279,0.6176470588235294,0.8586956521739131,0.2857142857142857,0.68,0.9941860465116279,0.6461538461538462,0.8061224489795918,0.3870967741935484,0.6538461538461539
42,0.24710383287832247,0.46378050655503045,0.03042715978285647,4.75864737669903e-06,0.4709802938755168,0.9067901266733017,0.8633720930232558,0.7170676014591884,0.18604651162790697,0.9593023255813954,0.9941860465116279,0.6764705882352942,0.79,0.5384615384615384,0.68,0.9941860465116279,0.6764705882352942,0.8586956521739131,0.3333333333333333,0.68,0.9941860465116279,0.6764705882352942,0.8229166666666666,0.4117647058823529,0.68
43,0.2379671885072676,0.45060667514638225,0.025327700755271784,3.5111757055874303e-06,0.48234339127706927,0.9030385027340887,0.8546511627906976,0.7017549314150942,0.19767441860465115,0.9563953488372093,0.9941860465116279,0.7058823529411765,0.8,0.4117647058823529,0.6153846153846154,0.9941860465116279,0.7058823529411765,0.8260869565217391,0.3333333333333333,0.64,0.9941860465116279,0.7058823529411765,0.8128342245989305,0.3684210526315789,0.6274509803921569
44,0.23581739976244112,0.4472859887874912,0.024348809973000665,2.4471741852423216e-06,0.4773707518050837,0.9105699088540989,0.8662790697674418,0.7226508293740103,0.18023255813953487,0.9622093023255814,0.9941860465116279,0.6842105263157895,0.8191489361702128,0.4666666666666667,0.68,0.9941860465116279,0.7647058823529411,0.8369565217391305,0.3333333333333333,0.68,0.9941860465116279,0.7222222222222222,0.8279569892473119,0.3888888888888889,0.68
45,0.23746603200280167,0.44965153979376016,0.02528052536033656,1.5708419435684504e-06,0.47737265256948247,0.9065562529669287,0.8662790697674418,0.7229529098090035,0.18313953488372092,0.9593023255813954,0.9941860465116279,0.6842105263157895,0.7959183673469388,0.5833333333333334,0.6666666666666666,0.9941860465116279,0.7647058823529411,0.8478260869565217,0.3333333333333333,0.64,0.9941860465116279,0.7222222222222222,0.8210526315789474,0.42424242424242425,0.6530612244897959
46,0.23736251686652313,0.44961125865329366,0.02511377611441411,8.856374635655631e-07,0.4814374186964922,0.904705719401025,0.8604651162790697,0.7148721405546481,0.19186046511627908,0.9563953488372093,0.9941860465116279,0.6842105263157895,0.8152173913043478,0.4666666666666667,0.6296296296296297,0.9941860465116279,0.7647058823529411,0.8152173913043478,0.3333333333333333,0.68,0.9941860465116279,0.7222222222222222,0.8152173913043478,0.3888888888888889,0.6538461538461539
47,0.2332187427437399,0.4442303972913365,0.022207087239701415,3.942649342761114e-07,0.47448211076647734,0.902190910957714,0.8604651162790697,0.7060990957463938,0.19186046511627908,0.9563953488372093,0.9941860465116279,0.696969696969697,0.7843137254901961,0.5,0.6521739130434783,0.9941860465116279,0.6764705882352942,0.8695652173913043,0.3333333333333333,0.6,0.9941860465116279,0.6865671641791045,0.8247422680412371,0.4,0.625
48,0.23101852439946793,0.4411067871275759,0.020930262265956494,9.866357858642197e-08,0.4774622466675071,0.9020516633184111,0.8604651162790697,0.7075509774182676,0.19186046511627908,0.9563953488372093,0.9941860465116279,0.6857142857142857,0.79,0.5,0.6521739130434783,0.9941860465116279,0.7058823529411765,0.8586956521739131,0.3333333333333333,0.6,0.9941860465116279,0.6956521739130435,0.8229166666666666,0.4,0.625
49,0.23436243894687078,0.445457499643445,0.02326737862740433,0.0,0.48292267461155736,0.8985622748573432,0.8604651162790697,0.7054266216630145,0.19476744186046513,0.9534883720930233,0.9941860465116279,0.6944444444444444,0.79,0.5,0.6363636363636364,0.9941860465116279,0.7352941176470589,0.8586956521739131,0.3333333333333333,0.56,0.9941860465116279,0.7142857142857143,0.8229166666666666,0.4,0.5957446808510638
